,0
5185,"Harusnya sizuma, sidondy tan, noora aritonang melihat vidio ini, mana tauu ada cerita."
5186,Masih belum terlalu jujur jg pembahasannya
5187,"Yeh ngak usah jauh jauh,kerajaan di indo dulu siapa?setelah islam  dating apa yang terjadi?kenapa orang bali ada Di bali sekarang."
5188,"Mbak Kumaila, anda kurang tepat kalau mengatakan pada masa itu islam agama dengan norma baru (Tauhid) karena agama Yahudi sudah lebih dahulu memegang norma Tauhid yaitu Tuhan cuma satu. Dan nilai hidup itu bukan norma dominan tapi ajaranTuhan untuk tidak membunuh adalah norma abadi artinya sejak jaman adam. Kok ada pembunuhan? Itu namanya penyimpangan manusia mbak. Sekedar berpendapat saja..."
5189,Pill Pahit emang tidak disukai. mereka bilang agamanya indah dan damai tp mana ???????
5190,"coba min, next undang Muhammad Nuruddin. Diskusi seputar doktrin keagamaan, kayaknya seru deh"
5191,"Nabi Muhammad SAW tidak pernah membunuh orang, klu gak tahu Hadist jangan asal coment, terus yg ditanya adalah seorang perempuan yg gak ngerti agama Islam, cuma ngerti kulitnya doang, gak sampai mendalam."
5192,"Dia magister studi Islam lho, masa sih gak tahu"
5193,Ngawur gak pernah bunuh orang
5194,"Si TS terguncang mendengarkan kebenaran agamanya,,

🤣🤣🤣"
5195,"@@tartianusalbet8043 anda khan tidak pernah baca Sirah Nabawiyah jadi jangan komen, kalau gak tahu, baca sendiri kalau tidak percaya, banyak musuh yg ketika sedang kepepet membaca Syahadat ketika tinggal sedikit lagi Nabi membunuhnya, akhirnya jadi tidak jadi membunuh, ada yg benar-benar sungguh-sungguh masuk Islam ada yg hanya pura-pura saja, baca dulu makanya sebelum komen...."
5196,@@catcetcut kalau hafal Al Qur'an dan Hadist baru mantab
5197,"Bisa dimaklumi. Bukankah sang pendiri ajaran monoteisme, agama samawi, dalam rangka menegakkan monoteisme harus menghancurkan patung2 dewata yg dibuat oleh bapaknya? Ini ternyata dicontoh mentah2 oleh oknum2 bani kadruniyah di negeri konoha."
5198,lalu apa bedanya islam dgn kelompok lain ?
5199,Saya merasa ajaran islam itu ga masuk logika.makanya aku tinggalin.masa toa bunyi pintu hrs ditutup.berarti klu toa bunyi ada setan.
5200,"ini yang membuat banyak orang jadi DUNGU..
agama itu bukan TUHAN, jangan di bela apalagi di sembah!
agama hanya ajaran, yang kalau di jaman sekarang setara dengan mata pelajaran sekolah seperti : matematika, biologi, kimia, ekonomi, dll

belajar agama silahkan.. tapi jangan sesat seperti banyak di berita (perang atas nama agama, membunuh agama lain, memaksa ikut agama mereka).
belajar agama koq jadi pengelompokan gitu yah?
sedangkan belajar matematika koq tenang2 saja.

kenapa begitu? yah pasti hanya karena sifat rakusnya manusia"
5201,Mereka Jika Benar Islam Tentu tidak akan Radikal Sebab Jelas pada Ajaran Islam ( Li Taa'Araafuu Al Hujarat Ayat 13 - Sang Pencipta Menciptakan Manusia Dengan Segala Perbedaan UNTUK SALING MENGENAL SATU SAMA LAINYA dan Di Perkuat Jika Ingin Baik Hablul Minnalloh Maka Harus Baik Hablul Minna Nass...
5202,"dimana ayat ""ttg Hablul Minnalloh Maka Harus Baik Hablul Minna Nass..."" ???"
5203,"@akunkloningan8118  bukan pake ayat tapi Pake Akal Logika,,,Sama Halnya Alloh Tidak akan Mengampuni Sesorang Jika Orang Itu tidak ada Ampunan Dari Orang Tuanya ( Khusus dari Sang Ibu ) 6666 ayat tidak cukup di baca saja tanpa di Kaji Dengan Pola Pikir Logika..."
5204,@akunkloningan8118  Anda Hidup Bermasrakat Pake Ayat atau Pake Akal Pukiran ???
5205,"@akunkloningan8118  Sering Di Ceritakan Saat Nabi Besar Muhmnad Saw Isra Mi'raz Naik Ke Atas...Ayat Mana Yang Menerangkan Alloh Swt Di Atas, Alloh Swt Bukan di atas tapi Alloh Swt Sang Pemilik Atas Bawah dan Pemilik Segalanya Kecuali Arrasnya Alloh Swt Paling Tinggi.... inilah Contog 6666 ayat tidaj cukup di baca dan di artikan Begitu saja Tanpa di Kaji Dengan Pola Pikir luas"
5206,"@@TatangAyi berarti ayat ttg Hablul Minnalloh, min al-nas gak ada,
ini hasil dari tafsir begitu maksudnya ?
kalaupu hasil dari sebuah tafsir rujukannya ayat apa atau dari hadis apa, itu yang harusnya bisa dijawab dan diuji, beda mazhab, aliran aja bisa beda tafsir"
5207,"Kalau masih pakai narasi Qur'an main musuh musuh, jangan gunakan produk non Islam.."
5208,"Org Hindu sering berujar  SANTHI artinya kedamaian 🥰
Org Budha sering berujar
Welas Asih artinya Kasih 🥰
Org Kristen/Katholik berdasarkan Cinta Kasih 🥰
Org Muslim sering berujar 
TAKBIR artinya Perbesar 🤯😱"
5209,"Hati2 petasan,jgn ditaruh ditas"
5210,ajaran KEJAWEN pun bukan pemaksaan & perang...
5211,Ngeri...dondon ten bangkit😂
5212,Jihad fisabilillah Take Beer 🍺
5213,Indonesia merdeka karena mengusir penjajah dengan cara berperang bukan pemberian penjajah. Baca sejarah perang kemerdekaan 1945 - 1949. Dengan keringat dan darah para pejuang kita bisa merdeka.
5214,Pantasan org katolik berdoa rosario di kroyok
5215,"aku bangga beragama baha,i"
5216,Salam pancasila
5217,"Walaupun durasinya lama gpp, karena ini sangat mengedukasi. Tks"
5218,mengedukasi org kristen
5219,Apanya yg mengedukasi? Ini merugikan islam. Konten ini ga benar.kami tau siapa bang ade.arahnya kemana bisa di tebak. Giliran ketemu kyai kholil nafiz melempem dia.
5220,​@@syahrulrul2202kolil yg mana? Melempem gmn? Hahaha
5221,@@syahrulrul2202 masa ada untung atau rugi?
5222,"Semenjak ada Islam seperti nya TIMTENG ngak pernah damai,,apa saya salah?"
5223,"Sebaiknya ketika berbicara agama baca referensi yang luas, Muhammad di awal penyebaran Islam bahkan diancam mau dibunuh, pengikutnya bahkan disiksa oleh kafir Makkah sampai pada akhirnya Nabi perintahkan untuk mengungsi ke Ethiopia (saat ini)."
5224,"Tuhan Yesus Kristus berbeda dengan nabi Isa AS 🎉

Hari kematian dan kebangkitan hanya ada di Tuhan Yesus Kristus tidak ada di Isa AS."
5225,"Saya yakin neng Kumaila sdh belajar isi Alkitab,makanya dia tampil smart dan bahasanya sangat terukur dan penuh KASIH❤"
5226,Taqiya?
5227,Kasih apaan.. agama ente nyebar agama juga pake pedang😂😂
5228,"​@@rinaldypriawan5000bukan cara menyebarkan agama yang dipersoalkan tapi ajarannya yang dipersoalkan. Misalnya surat At-Taubah · Ayat 29
Inikan perintah. Menyedihkan kan??"
5229,​@@Dundat585tapi perlu diakui juga dulu ada pasukan salib
5230,"salut, Mila bukan saja HAFAL tapi PAHAM"
5231,"Yesus juga mendapat ancaman dibunuh, bentuk perlawanannya berbeda…."
5232,YouTube: Edis TV. YouTube: Edis TV. YouTube: Edis TV. YouTube: Edis TV. YouTube: Edis TV. YouTube: Edis TV. YouTube: Edis TV. YouTube: Edis TV. YouTube: Edis TV. YouTube: Edis TV. YouTube: Edis TV. YouTube: Edis TV. YouTube: Edis TV. YouTube: Edis TV. YouTube: Edis TV. YouTube: Edis TV. YouTube: Edis TV. YouTube: Edis TV. YouTube: Edis TV. YouTube: Edis TV. YouTube: Edis TV. YouTube: Edis TV. YouTube: Edis TV. YouTube: Edis TV. YouTube: Edis TV. YouTube: Edis TV. YouTube: Edis TV. YouTube: Edis TV. YouTube: Edis TV. YouTube: Edis TV. YouTube: Edis TV. YouTube: Edis TV. YouTube: Edis TV. YouTube: Edis TV. YouTube: Edis TV. YouTube: Edis TV. YouTube: Edis TV. YouTube: Edis TV. YouTube: Edis TV. YouTube: Edis TV. YouTube: Edis TV. YouTube: Edis TV.
5233,Hanya satu agama yg gak bisa akur dengan yg lain
5234,Betul itu 😅
5235,"Luar biasa pembahasaannya, salut 🎉🎉🎉"
5236,"Jgn lupakan istilah ""Pro dan Kontra "".  Mereka berdua sudah matang dalam menghadapi resiko."
5237,"Ajaran kasih Yesus 

Matius 10:34Jangan kamu menyangka, bahwa Aku datang untuk membawa damai di atas bumi; Aku datang bukan untuk membawa damai 1 , melainkan pedang.

Lukas 19:27 Akan tetapi semua seteruku ini, yang tidak suka aku menjadi rajanya, bawalah mereka ke mari dan bunuhlah mereka di depan mataku.""

1 Samuel 15:3
Jadi pergilah sekarang, kalahkanlah orang Amalek, tumpaslah segala j  yang ada padanya, dan janganlah ada belas kasihan kepadanya. Bunuhlah semuanya, laki-laki maupun perempuan, kanak-kanak maupun anak-anak yang menyusu 1 , lembu maupun domba, unta maupun keledai."""
5238,"1 fakta cukup membungkam podcast ini:

Para PENJAJAH (yg jelas sangat jahatttt dan membunuh) AGAMANYA apa????

Semuanya BUKAN ISLAM..
Lawak kalian 😅"
5239,"Coba luangkanbsedikit saja waktu anda baca ttg Buddha, ia tak pernah mengutarakan kekerasan 
Semoga semua makhluk berbahagia."
5240,Berani banget bahas topik ini
5241,"sekalian bung ade
konon di sumbar kerajaan hindu pagaruyung berubah jd muslim dgn kekerasan paderi. kupas donk"
5242,Berarti apa yang diceritakan di channel sunah nabi itu beneran dong ga bohong 😖
5243,pasukan Islam Turki di Lepanto. Pertempuran Lepanto adalah pertempuran laut yang terjadi pada tanggal 7 Oktober 1571 di Teluk Lepanto. Tentara Kesultanan Utsmaniyah berperang yg suka berperang melawan Kristen ..jadi Islam sudah doktrin warisan suka berperang
5244,Intoleransi di indonesia salah satu dampaknya
5245,"aneh ayat2 turun pada masa perang , ayat turun pada masa damai ..itu ayat turun dr keinginan sendiri mah"
5246,Wow ternyata benar penyebaran agama islam melalui perang. Alasan waktu jaman itu perang hal yg biasa jadi pembenaran utuk membunuh sesama manusia ? Ajaran apa ini ? Kalau ajaran dari Tuhan yg benar tidak mungkin ajarin membunuh sesama ciptaannya. Hanya iblis yg maunya membunuh. Munafik bro.
5247,Kalau ngomong ngaca dulu sama biblosmu hakim hakim dan raja raja isinya perang semuanya baca dulu bibelmu
5248,Kalo saja Buya Syakur Yasin masih hidup.. hal2 yg dibicarakan dlm podcast ini bisa dijelaskan jauh lebih gamblang.
5249,"BEDA TUHAN YESUS DENGAN MUHAMAD
1. TUHAN YESUS MATI DAN BERKORBAN UNTUK UMAT MANUSIA
2. UMAT MANUSIA RELA MATI BERKORBAN UNTUK MEMBELA MUHAMAD DAN Allah swt"
5250,"Orang berperang karna ingin berkuasa, agama berperang untuk berkuasa juga, pdhl yg boleh berkuasa hanya allah"
5251,"Islam mmg agama perang,kl bukan berperang lawan kresten belanda NKRI pasti gak mgkn merdeka,UUD 1945 berkat rahmat ALLAH bukan yesus terkutuk gak malu nenek2 oten dulu jadi pesundal belanda di gereja"
5252,"*Jika kita jujur mempelajari dan mencermati agama-agama yang lahir dari Asia Barat (atau Timur Tengah, jika dilihat dari posisi negara-negara Eropa), maka sejak kelahiran Zabur, Torah, Injil kemudian Quran ... semuanya berbicara tentang PERANG.  Isa atau Yesus, sebenarnya memberikan cara pandang yang baru dengan mengedepankan semangat ""Kasih"" sebagai antitesa dari yang ditawarkan oleh Yahudi dan agama-agama yang mendahului Yahudi.  Tetapi cara pandang Isa/Yesus dipandang sangat berbahaya karena dinilai melemahkan bangsa Israel di hadapan musuh-musuh Israel, yaitu bangsa-bangsa penjajah tanah Israel.  Akibatnya segala daya upaya dilakukan oleh pemuka agama Yahudi untuk membungkam cara pandang yang didiseminasi oleh Isa/Yesus dan para pengikutnya.  Sehingga, pada abad-abad awal, hingga pada tahun 324, para pengikut Isa/Yesus mengalami persekusi dan penganiayaan yang luar biasa besar.*

*Lucunya, enam abad kemudian, orang-orang yang mengaku pengikut cara pandang Isa/Yesus ini kemudian melancarkan persekusi, penganiayaan dan pembantaian yang tak terperi kepada kelompok agama-agama klasik yang mereka sebut sebagai kaum pagan dan penyembah setan.  Bertarung dengan sesama pengikut Isa/Yesus atas nama bidah dengan mendirikan lembaga Inquisisi.  3 abad bertempur dengan kaum Muslim, pengikut Muhammad.  Hingga dua abad pengejaran dan pembantaian terhadap orang-orang yang dianggap sebagai penyihir.*

*Jadi ya ... semua agama-agama samawi itu memang watak dasarnya adalah Kekerasan dan Penggila Perang.  Baik agama-agama sebelum Yahudi (Zabur), hingga Yahudi (Torah), Kristen (Injil) dan puncaknya Muslim (Al-Quran) adalah agama-agama Perang!*"
5253,Ini Ilmu pengetahuan klo ada yg menolak gak pp berarti gak masuk di otak anda
5254,"Sudahlah...""KEBENARAN PASTI SELALU ADA DIDEPAN MATA"" ...tinggal kita MAU JUJUR MENGAKUI atau MEMILIH UNTUK MENGINGKARINYA dan...KEBENARAN PASTI AKAN SELALU MENGHANTUI ORANG ORANG YANG GEMAR BERDUSTA."
5255,Siaps yg berdusta?
5256,Tafsirkan sdri bung. Hidup dlm dusta itu rasanya hampa.
5257,Sesungguh Allah sebaik2nya pembalas orang2 ingkar lagi pendusta
5258,Kebenaran menurut siapa nih?
5259,"Kenapa islam kok TEGA dengan agama lain. misalkan, kok bisa jangan berteman dengan kristen, jangan belanja di Tokonya kristen, jangan berkunjung ke rumah kristen, jangan mengucapkan Natal, jangan menyentuh orang kristen, boleh membunuh kristen karena darahnya halal, bunuh orang yang murtad, jangan diijinkan beribadah, jangan diijinkan kristen membangun gereja dll. TAPI ketika beberapa pembicara di mesjid menyampaikan, ""islam itu indah"", tapi penerapan dilapangan sangat berbeda sekali.

Pembicara HARUS keritis saat berbicara, JANGAN menggiring jemaat untuk bermusuhan atau berpikir sama dengan pembicara. misalkan, "" Takbir.., tidak boleh agama Kristen jadi pemimpin"". kalimat ini ada karena ada dari kristen yang kemungkinan akan menjadi Pemimpin Indonesia. gua masih ingat guru gua bicara, sarat utama Indonesia itu adalah Presidennya dari kalangan islam. ketika gua menjawab tidak bisa karena Indonesia terdiri dari beberapa agama. dan gua langsung diminta berdiri didepan tiang bendera. sampai sekarang gua masih ingat, jika Indonesia Presidennya dari agama kristen, gua akan bertamu ke rumah guru itu dan berbincang tentang Tatanegara yang ada di Indonesia. 

Sebaik-baiknya pembicara menyampaikan dimesjid, tapi jika ada orang kristen ingin jadi Presiden..gua yakin PASTI banyak yang tidak setuju. lihatlah berapa persen yang tidak setuju, itu pasti memiliki katar belakang bermuka dua (saat berbicara baik semua, tapi pada kenyataannya tidak)."
5260,Adakah dari umat islam (organisasi kuat) yang berani untuk menasehati pembicara dimesjid atau memecat ketika menggiring jemaat untuk mengikuti pola pikir pembicara untuk membenci.
5261,"Karena gua tau persis, pengetahuan uas,kainama,zuma dkk pasti mengerti banget hal seputaran kebaikan. TAPI kenapa mereka kok menggiring jemaat untuk memusuhi kristen. 

Apa yang disampaikan, tidak sesuai ketika dilapangan. bisa dibuktikan.

Kok sekelas ustat, atau ulama (oknum) saat berbicara, kok bisa mengatakan Tuhannya kristen itu hanya pake cede. siapa bidannya Yesus saat lahir, disalibnya kristen ada jinnya. 

Ketika ada orang melaporkan mereka, mereka ini pasti memiliki dalil lagi untuk membenarkan dalilnya. contohnya, ""jika saya minta maaf kata uas, artinya saya sama bla bla dan bla bla (lihat perkataan uas saat klarifikasi mengenai perkataannya)"". wajar mereka ini seperti itu, karena mereka mayoritas.
lihat yahya juga, dengan latangnya dia berbicara. lihat Pendeta Gilbert saat berbicara, katanya itu menghujat islam (hitung jam Pdt. Gilbert langsung diminta untuk minta maaf😁). masih banyak kasus lain, seperti Miss Agatha dipanggil Polisi, sedangkan zuma, Rifa dkk sampai sekarang pada kemana mereka islam yang mengatakan islam itu indah..., kok tombangannya berat sebelah. kenapa islam demikian BERPIKIR."
5262,"Perang buat survive itu kalau buat agama cuma alasan pembenaran kalau memang ga bisa diterima ya ke tempat lain aja ketuklah 10 pintu pasti salah satu akan terbuka ga perlu memaksa.  itu agama Buddha bisa survive ribuan tahun tanpa perang malah pernah dibantai oleh Bachtiar Khilji di tahun 1100 an semua biara Nalanda, Somapura, Vikramasila dll dihancurkan berapa puluh ribu bhiksu mati tuh dipenggal? berapa banyak kitab pengetahuan yg abis yg menurut pengakuan mereka sendiri butuh berminggu2 buat dihabisin dibakar."
5263,"Agama perang di zaman perang, saya maklum. Asal jangan bawa agama perang di zaman modern.
Perang lawan Yahudi di Timur Tengah,
Konflik dengan Nasrani di Eropa,
Perang sipil lawan Buddhist di Myanmar,
Perang lawan Hindhu di India dan Pakistan,
Perang sipil melawan saudara seiman di Yemen.
Ini bukan perang yang terjadi 1000-1400 tahun yang lalu, melainkan sedang terjadi di saat ini."
5264,Intinya perang itu fakta Islamiyah....😅
5265,Konflik dengan nasrani di eropa maksudnya apa ya?....
5266,"Eee,, klo berani jangan banci.. anak pki nih.."
5267,​@@freddyabrahams3957itu sih mulut wc mu aja
5268,"​@@freddyabrahams3957Baca alkitab 1samuel 15:3  disuruh membunuh lebih biadab lagi ayatnya😂🤣
Sama ayat lukas 22:36 yesus sru beli pedang 😂🤣"
5269,"Mbak Kumaila sebenarnya perempuan pemberani, tapi di sini tetap saja menjadi apologetic, tapi bisa dipahami. Kalau karena 'melawan' karena diserang, kenapa Muslim dulu dapat 'oleh-oleh' ghonimah seperti emas, perak, hewan peliharaan ratusan ribu ekor serta budak-budak dan perempuan? Kalau saat ini namanya itu merampok, entah kalau dulu."
5270,Semua kitab agama2 selalu relevan sepanjang masa kecuali kitab sebuah agama yang bodoh dan goblok 😂
5271,Kereeen... semoga banyak org menjadi terbuka mata hatinya untuk menjalankan imanya dengan benar. Zaman sdh maju hendaklah pola pikir juga maju.
5272,Ade Armando pendukung Pardul 03 😏 Ngeri
5273,"@@darwinaga214 iman koplak dari si koplak intelektual nya berbanding terbalik dgn penalaran nya 
Chat GPT ketawsin liat di goblok ini celoteh"
5274,"@@darwinaga214 hanya manusia tolol yg mau jd kristen agama pagan yg menjadikan jesus icon seermbahan tp ajaran nya di tentang
THOMAS PAINE
             👇
zaman pembodohan di mulai ada nya sistem kekristenan.
Kristen hanyalah penyembahan Berhala yg di sesuaikan dgn Kekuasaan dan Keuntungan"
5275,"Apakah Tuhan Kristen ( yesus) kejam sekali? Apakah ini Dasar genosida... 

Samuel 15:3 ""Jadi pergilah sekarang, kalahkanlah orang Amalek, tumpaslah segala yang ada padanya, dan janganlah ada belas kasihan padanya. Bunuhlah semuanya, laki-laki maupun PEREMPUAN, KANAK-KANAK MAUPUN ANAK-ANAK YANG MENYUSU, LEMBU maupun DOMBA, UNTA maupun KELEDAI"
5276,"Kejam bangett ya Tuhan kalian.? 

Samuel 15:3 ""Jadi pergilah sekarang, kalahkanlah orang Amalek, tumpaslah segala yang ada padanya, dan janganlah ada belas kasihan padanya. Bunuhlah semuanya, laki-laki maupun PEREMPUAN, KANAK-KANAK MAUPUN ANAK-ANAK YANG MENYUSU, LEMBU maupun DOMBA, UNTA maupun KELEDAI"
5277,"Seperti nya bang Ade tertarik dng ke kristenan,😂 jaman dulu dan jaman now tetap aja  lebih senang dng kekerasan, bukti nya saja di timur tengah, konflik sesama agama dan suku, junjugan nya jadi panutan, nabi nya suka perang, pengikut nya  hampir sama, tidak heran kalau banyak yg murtad, bagi mereka yg benci kekerasan."
5278,"Coba om ade dan kumaila bahas dalil alquran dan hadis yg dipakai dalam Chanel youtube sunnah nabi itu asli atau hoaks, berani ga ya??"
