author,published_at,comment,like,en_comment
@Maman-hb3wr,2024-08-16T19:07:19Z,hayu berpikir yg positifjngan sellu nyinyirbenar ya benarjangan sllu membohongi dirinya sendiriikn hasil ibu kota inih di buat oleh wargga indonesiasemoga pk jokowi dn pk prabowo sllu sehatt aamiin,1,come on think positively dont always be sarcastic whats right is right dont always lie to yourself this capital city icon was created by indonesian citizens hopefully mr jokowi and mr prabowo will always be healthy amen
@nguyenphuongpham2787,2024-08-16T19:06:54Z,masih kurang mall gak ada,0,still not enough there is no mall
@jodysuwandy7353,2024-08-16T18:50:23Z,hebat nya jokowiberani memindahkan ibu kotatdk sperti presiden sebelum nyacuma omdo omong doang,15,jokowi is greathe dares to move the capitalunlike the previous presidentjust omdo just talk
@ahmadrifai558,2024-08-17T00:44:58Z,sembakonya sudah di anterin belumatau ambil sendiri,0,have the basic necessities been delivered yetor do you pick them up yourself
@TrisSabirin-wl8th,2024-08-17T01:06:09Z,itulah sebabnya mantan yg g hadir itu malu sendiri dr awal sdh komen nyinyiran ya malu klo dtng,1,thats why the ex who didnt come was embarrassed from the start he made sarcastic comments so he was embarrassed if he came
@TrisSabirin-wl8th,2024-08-17T01:10:44Z,ahmadrifaikmren mlm depok sdh trn beras nya km dpt ga jgn iri klo g dpt gratisan gitu lhooo tp pilih prabowo bkn krn gratisan krn hati yg laen sorry hny tebar pesona iri paling pinter soo sadar dr lbh pnting drpd nyinyir ikn wow amazing,0,ahmadrifai last night depok already transferred the rice did you get it or not dont be jealous if you dont get it its free but choosing prabowo is not because its free because of the heart the others are sorry they only spread jealous charm the smartest soo realizing is more important than being sarcastic ikn wow amazing
@ululazmi5147,2024-08-17T01:21:19Z,ahmadrifaikayak orang susah aja ngemis minta sembako tapi selalu nyinyirin program pemerintah,0,ahmadrifaiits like poor people are begging for basic necessities but always criticizing government programs
@ahmadrifai558,2024-08-17T01:28:13Z,ululazmi nyinyir yaasembakomu juga sdh turun yaa ada amplopnya gak yaa,0,ululazmi youre being sarcastic your basic necessities have also arrived right do you have the envelopes
@goenism,2024-08-16T18:40:56Z,preeeeeeeeeeeeeeeeeet,2,preeeeeeeeeeeeeeeeeeeee
@azidebarons2280,2024-08-16T18:37:10Z,kalau malam pemandangannya bagus lampulampu gemerlapan tapi pas siang koq ga ada apa pemandangannya cuma ada gunung dan pohonpohon di kejauhan,3,at night the view is beautiful with twinkling lights but during the day there is nothing to see just mountains and trees in the distance
@batosfamily1252,2024-08-16T20:01:47Z,belajar lg sana tak paham kw namanya proses bnyk mkn mecin kw,4,go study again i dont understand the process i eat a lot of fake msg
@yonggeografis7963,2024-08-16T18:33:07Z,indah betul berlumpur berdebu sekilas seperti bangunan mangkrak mantul,5,its really beautiful muddy and dusty at first glance it looks like an abandoned building awesome
@MSDGroup-ez6zk,2024-08-16T19:03:11Z,gak masalah ini bukan masalah pembangunan tapi memberi hak ke indonesia timur utk jadi pusat pembangunan seluruh indonesia hargai hak org lain,3,no problem this is not a matter of development but giving rights to eastern indonesia to become the center of development for all of indonesia respect the rights of others
@rianabrutu2485,2024-08-16T19:10:05Z,jongos ngasal,1,a random servant
@Duniakecil9966,2024-08-16T20:02:14Z,kan belum jadi lah lol,2,its not yet lol
@jesnolimit-w8u,2024-08-16T20:02:37Z,salah satu bagian dari cara sdm rata berbicara dan berfikir,2,one part of the way the average hr person speaks and thinks
@rahmatkartolo2339,2024-08-16T23:05:20Z,lol lo kira bangun rumah ukuran cepat dan bersih ini lahanx aja ha lu pkir lol dsar lol amat jadi pembenc,1,lol you think building a size house is quick and clean this is just ha of land you think lol lol really so annoying
@DewawindhuSancaya,2024-08-16T18:29:47Z,bangga dgn ikn nusantara terima kasih presiden jokowi jayalah indonesiaku merdeka,114,proud of the indonesian national capital thank you president jokowi long live my indonesia independence
@MSDGroup-ez6zk,2024-08-16T18:55:11Z,indonesia barat pernah merasakan punya ibukota sekarang indonesia timur jg punya hak yg sama,7,western indonesia once had the experience of having a capital city now eastern indonesia also has the same rights
@reignefenn4165,2024-08-16T23:00:49Z,indonesia sebentar lagi akan hancur akibat pejabatnya merangkap pengusaha dan hukum tidak ditegakkan koruptor jadi raja di negara indo bertobatlah kalian semua maling uang rakyat,4,indonesia will soon be destroyed because its officials are also businessmen and the law is not enforced corruptors become kings in the country of indonesia repent all of you thieves of the peoples money
@Triedanu,2024-08-16T23:54:59Z,bangga rakyatnya megap,0,the people are proud and gasping
@wmpconsultant8920,2024-08-17T00:41:02Z,rakyatnya bangsa ikan donk anak abahtriedanu,0,the people are a race of donkey fish son of abahtriedanu
@MurdiAnto-sm3ec,2024-08-17T02:25:50Z,reignefenn masih banyak orang indonesia yg baik yang korupsi itu segelintir manusia rakusjangan kamu anggap orang indonesia korop,2,reignefenn there are still many good indonesians the ones who are corrupt are a handful of greedy people dont think of indonesians as corrupt
@bolaubi519,2024-08-16T18:24:44Z,lagi ngitung hasil proyek kemarin alhamdulillah ckup buat turunan kelak aman aman aman,1,still counting the results of yesterdays project thank god its enough for generations in the future safe safe safe
@liliessumiyanik,2024-08-16T18:22:59Z,bangga bangeeet,1,so proud
@adelia3201,2024-08-16T18:08:17Z,ayooo nabung kalo mau tinggal di kota impian gaess,1,come on save up if you want to live in your dream city guys
@CeskoApriliansyah,2024-08-16T18:07:50Z,siaran tv nnti sudah harus berubah jadi wita yahhehehe,1,tv broadcasts will have to change to wita later okayhehehe
@ayuarsy1869,2024-08-18T01:56:10Z,ehehe iya tmpku jg dkt dgn ikn balikpapan,1,ehehe yes im also close to ikn balikpapan
@sumiati1759,2024-08-16T18:01:55Z,emang cukup dengan melihat keindahan ikn aja,3,its enough to just look at the beauty of the icons
@JokoHerjanto,2024-08-16T22:16:06Z,otak ortodoks g ikut bangga nkri punya istana buatan anak bangsa,1,orthodox brains are not proud that the republic of indonesia has a palace made by the nations children
@AsepSaepuloh-zm2mz,2024-08-16T17:59:12Z,yg belum merdeka bagimu negri bagimu bangsa adalah masih banyaknya korupsi mafia hukum mafia ekonomi klo presiden jokowi membuat sejarah yg istimewa yaituengesajkan uud perampasan harta koruptor sampai di miskinkan orang korupsi tidak takut mati yg paling ditakuti adalah takut miskin,6,what is not yet independent for you the country for you the nation is the still large amount of corruption legal mafia economic mafia if president jokowi makes a special history namely by enforcing the constitution to confiscate the assets of corruptors until they are impoverished corrupt people are not afraid of death what is most feared is the fear of poverty
@JokoHerjanto,2024-08-16T22:18:16Z,semoga hidup mu miskin trus,0,may your life always be poor
@Ntiealone2386,2024-08-18T09:18:31Z,kn udah berapa kli bpk ngomong udah memberikn usulan k dpr mau uud perampasan aset yg korup d miskin kn yg tai dpr smpai skrng msih ambigu gk mau menyutujui kn emank dpr yg punya wewenang buat aturan uud,0,how many times has bpk said he has given a proposal to the dpr to enact a constitution to confiscate the assets of the corrupt and poor the dpr is still ambiguous about whether it will approve it as the dpr has the authority to enact constitutional regulations
@junaidi2585,2024-08-16T17:49:29Z,pantaslah korupsi nggak hilang meski ada kpk orang kantornya dan tempat dinasnya peninggalan voc yg mendidik orang indonesia jadi koruptor benar kata jokowi kantor yg ada di jakarta dan bogor berbau voc yg penuh koruptor,10,it is no wonder that corruption has not disappeared even though there is the corruption eradication committee kpk the people in the offices and their places of work are the legacy of the voc which educated indonesians to become corrupt jokowi was right in saying that the offices in jakarta and bogor have the smell of the voc and are full of corruption
@AgusAlways,2024-08-16T17:41:20Z,hilang berita jakarta,1,missing jakarta news
@Bayuskyblack3837,2024-08-16T17:39:28Z,alasan saya kurang suka tv ini angin anginan kemarin sblm pemilu jokowi dijelekan sekarang bos nya udah mau dapet jatah kursi ni ya diinstruksikan bagus bagusin yaaaa pret,3,the reason i dont like this tv its windy yesterday during the election jokowi was badly bad now his boss is already wanting to get a seat however he was instructed make it good okay pret
@rinamansur07,2024-08-16T17:32:38Z,sehat selalu pak,1,always be healthy sir
@ifasukses17,2024-08-16T17:31:27Z,ikn sejarah baru indonesia maju bersama presiden republik indonesia jokowi dodo keren banget liat ikn kalimantan timur indonesia,5,new historical icon of indonesia moving forward with the president of the republic of indonesia jokowi dodo its really cool to see the icon of east kalimantan indonesia
@zeifhan1360,2024-08-16T19:03:57Z,presiden abal abal,0,fake president
@wildanakbar9045,2024-08-17T05:23:24Z,zeifhanapa sihh gak jelas kamu anak abah gak diajak,0,zeifhanwhats wrong youre not clear your fathers son wasnt invited
@supriatna6930,2024-08-16T17:29:07Z,nanti istana bogor di isi sama siapa ya kalo presiden nanti di kalimantan,0,who will fill the bogor palace later if the president is in kalimantan
@Duniakecil9966,2024-08-16T20:07:54Z,peninggalan penjajah,0,colonial legacy
@sha21nov87,2024-08-17T23:51:19Z,jadikan musium saja buat apa membanggakan peninggalan penjajah,0,just make it a museum why be proud of the colonial legacy
@supriatna6930,2024-08-18T02:13:56Z,kalo peninggalan penjajah kenapa ga di rubuhkan saja dari jaman sukarno ganti bangunan baru,0,if it is a legacy of the colonialists why not just tear it down from the sukarno era and replace it with a new building
@Duniakecil9966,2024-08-18T04:57:42Z,supriatnaitu bangunan arsitek belanda pekerjanya orang pribumi,0,supriatnathat building was built by a dutch architect and the workers were indigenous people
@selawetingwe5342,2024-08-16T17:17:41Z,blm ada sepanjang sejarah arsitektur se indah se megah mesir dari jamanya sampai sekarang agree pertanyaanyakira apakah rakyat di jamanya damai indah sejahtera ya,0,there has never been an architecture as beautiful as egypts from its time until now agree the question is were the people in its time peaceful beautiful prosperous
@hendraenda6538,2024-08-17T00:53:12Z,tanya ibu budi,0,ask good mother
@zaliraza8403,2024-08-16T17:13:59Z,kasian yang suka demo kehilangan lahan pekerjaan bravo pak jokowi,2,poor people who like to demonstrate losing jobs bravo mr jokowi
@idaindah4395,2024-08-16T17:27:45Z,saking takut sama yg demo lari ke kalimantan pecundang rupanya harusnya berani hadapi yg demo tanya apa maunya,0,so afraid of the demonstrators he ran to kalimantan apparently a loser he should have been brave enough to face the demonstrators ask what they wanted
@jesnolimit-w8u,2024-08-16T20:14:23Z,idaindah sedih kebanyakan yang demo adalah mahasiswa universitas yang seharusnya berpendidikan tinggi demo adalah salah satu bentuk demokrasi untuk menyampaikan pendapat dan aspirasi dari rakyat itu baik namun jika yang berpendidikan saja berpola fikir seperti ini sungguh sangat di sayangkan,1,idaindah sad that most of the demonstrators are university students who should be highly educated demonstrations are a form of democracy to convey opinions and aspirations from the people thats good but if only the educated have this mindset its really a shame
@bharatayudha05,2024-08-18T03:33:22Z,sabar ya dek yanasi bungkus pake telor yg ikat karet nya dua ya,0,please be patient dearwrap the rice with an egg tied with two rubber bands okay
@muhamadsarino2549,2024-08-16T17:10:13Z,pastinya terus maju nkri,1,certainly the republic of indonesia will continue to advance
@alexanolmenter3228,2024-08-16T17:08:47Z,bapak hebat bau bau kolonial harus di lupakan kita harus move on dari bayang bayang kolonial menjadi negara maju melesat jauh,20,great father the smell of colonialism must be forgotten we must move on from the shadow of colonialism to become a developed country soaring far
@IwandaA5313,2024-08-16T18:34:35Z,bau bau kolonial di ganti bau bau nepotisme dan feodal yuk,2,lets replace the smells of colonialism with the smells of nepotism and feudalism
@mygamechannel5974,2024-08-16T18:55:19Z,iwandaamaksud lo kayak mak banteng ketum seumur hidup,0,iwandaa you mean like a bull ketum for life
@MSDGroup-ez6zk,2024-08-16T18:56:11Z,iwandaa wkwkw salah indo tiru amerika yg jadi negara terbaik utk demokrasi dan kapitalis mana ada negara kapitalis demokrasi gak korupsi dan kkn dan berbau feodal trump korupsi malah jadi capres negara komunis spt vietnam dan china berani gantung koruptornya bush sr angkat bush jr lewat pemilu jadi presiden hal yg sama dgn jfk angkat anaknya dan keponakannya jadi anggota senat lewat pemilu bill clinton nyaris angkat istrinya jadi presiden lewat pemilu amerika barometer demokrasi dan kapitalis dunia amerika jadi negara paling kuat di dunia karena demokrasi dan kapitalis lalu salahkan amin rais korupsi rp juta dan angkat anaknya jadi anggota dpr mengikuti amerika salahkah megawati angkat anaknya jadi anggota dpr dan ketua mpr lewat pemilu mengikuti amerika salahkah sby angkat anaknya jadi anggota dpr lewat mengikuti amerika salahkah lee kuan yeaw angkat anaknya jadi pm lewat pemilu mengikuti amerika lalu kenapa tiba jadi salah ketika jokowi diminta rakyat mengikuati apa yg normal di amerika trump korupsi jadi capres kenapa indonesia gak boleh kalau emang gak boleh siapa suruh indonesia jadi negara kapitalis demokrasi singapura negara kapitalis demokrasi amerika baromater negara kapitalis demokrasi lalu kenapa indonesia gak boleh tiru mereka jadi siapapun presiden indo selama benchmarknya masih amerika yg suka korupsi dan nepotisme ya akan tetap korupsi dan nepotisme,0,iwandaa wkwkw is it wrong for indonesia to copy america which is the best country for democracy and capitalism where is there a democratic capitalist country that is not corrupt and has a feudal smell trump is corrupt but becomes a presidential candidate communist countries like vietnam and china dare to hang their corruptors bush sr appointed bush jr through an election to become president the same thing happened with jfk appointing his children and nephew as members of the senate through an election bill clinton almost appointed his wife as president through an election america is the barometer of world democracy and capitalism america is the strongest country in the world because of democracy and capitalism then blame amin rais for corrupting rp million and appointing his children as members of the dpr following america was it wrong for megawati to appoint her children as members of the dpr and mpr chairman through an election following america was it wrong for sby to appoint his children as members of the dpr following america was it wrong for lee kuan yeaw to appoint his children as pm through an election following america then why did it suddenly become wrong when jokowi was asked by the people to follow what is normal in america trump is corrupt and becomes a presidential candidate why cant indonesia if its not allowed who told indonesia to become a capitalist democracy singapore is a capitalist democracy america is the barometer of capitalist democracy then why cant indonesia imitate them so whoever is the president of indonesia as long as the benchmark is still america which likes corruption and nepotism there will still be corruption and nepotism
